100000,2
1,175389,41742,616
1,199589,55066,64880
1,172728,30620,20581
1,3333,1648,5883
1,139276,4193,8421
1,34975,21877,3138
1,178534,9974,8241
1,54006,7724,28825
1,8905,38726,52024
1,135682,5601,40134
1,76642,10824,38088
1,73533,43932,45113
1,72875,54412,57013
1,2881,56991,12098
1,141796,39372,38527
1,75141,42340,39401
1,135199,15345,43708
1,142794,23224,8706
1,108979,23636,23351
1,95992,60283,54833
1,185157,36390,12436
1,96110,37299,59014
1,133294,61513,25343
1,184708,31120,5045
1,25770,61838,51611
1,70430,55265,56698
1,133975,1465,55775
1,122831,32491,54151
1,192250,28047,58084
1,18341,35324,47623
1,15785,8082,26623
1,199210,35132,34123
1,11477,30478,57348
1,86658,46323,2091
1,44170,57030,43961
1,161864,34722,57721
1,16532,8552,38099
1,72328,50702,4789
1,104879,35545,4894
1,112404,59087,15793
1,85469,58015,24369
1,73625,34292,32826
1,18618,53835,55103
1,127296,51931,49151
1,33848,36860,55438
1,68768,40283,25009
1,48886,48383,16041
1,39304,36363,64704
1,39446,38995,9957
1,180023,32978,2140
1,159626,11919,6897
1,32509,44942,27451
1,174800,34842,31019
1,196647,35590,3703
1,14876,57804,7877
1,114432,59531,42554
1,38493,6934,61981
1,12052,14088,6171
1,150256,17875,59281
1,40288,18608,15480
1,54709,1064,45404
1,127701,45809,17563
1,35967,19869,13884
1,107730,41281,42379
1,96428,45242,5997
1,90242,22322,21995
1,150495,40152,35693
1,48160,31506,49320
1,827,22661,62196
1,51227,10883,59453
1,176235,59232,41735
1,49423,1662,3404
1,157471,55018,52971
1,39889,31328,43127
1,115480,23480,36936
1,191850,51565,1319
1,156777,43481,21899
1,120563,27418,32656
1,22032,46612,15181
1,6023,41474,32746
1,107795,45220,57353
1,189026,9758,1436
1,1003,19601,2332
1,175124,18609,45477
1,194049,10195,59566
1,80651,6540,65068
1,111692,16159,39915
1,35973,25441,16743
1,41088,62597,63138
1,128528,61039,45049
1,159312,38208,30666
1,26853,41939,40631
1,161386,28849,14546
1,165323,58963,41179
1,48342,21364,1387
1,161524,47036,30098
1,34777,9727,60912
1,129927,52330,51910
1,52010,19923,58646
1,129346,2232,41870
1,56504,30699,31551
1,122493,8945,20776
1,22380,38813,27651
1,51652,6526,45700
1,27095,24420,7477
1,86414,2905,54989
1,61213,49880,31713
1,43454,19450,27434
1,63472,34806,24404
1,143716,57051,637
1,61143,29531,50002
1,103739,31565,3565
1,87692,53301,55076
1,144283,32634,29659
1,127731,63509,64248
1,57231,34227,36469
1,17240,36351,33653
1,99424,64343,61867
1,137440,52910,3792
1,19425,49210,49274
1,34177,33266,63468
1,19151,8610,52122
1,111562,17641,3670
1,81965,54406,57219
1,170706,4895,20123
1,3240,61221,65487
1,10968,50447,56269
1,132538,46759,40836
1,2633,14078,28232
1,95606,28001,44632
1,177472,55074,21376
1,192669,31803,31118
1,86549,28968,35198
1,5050,52222,55437
1,178149,10608,5633
1,20510,23772,13324
1,144733,62081,48642
1,32648,29490,25645
1,44363,55741,20743
1,141837,15048,60540
1,198139,15782,31045
1,112691,10891,37988
1,117275,63471,49932
1,112760,42484,37350
1,62193,19380,43092
1,21789,25886,13918
1,184916,1273,4102
1,12075,42554,25446
1,198273,30392,47973
1,199189,65041,29401
1,143496,63884,28743
1,45066,27762,35259
1,142130,57549,30240
1,184432,40640,8448
1,95750,60907,60942
1,136592,54721,20611
1,140871,63652,25448
1,192616,31282,12841
1,142139,2025,53305
1,6467,39179,34560
1,50167,54675,46948
1,80134,50046,25672
1,176381,30772,42957
1,23426,46485,16709
1,92397,35571,21826
1,81045,15689,28457
1,193835,20722,38591
1,64271,23608,14220
1,24037,4838,16832
1,42521,12008,54705
1,158175,26096,37114
1,7810,39440,103
1,185507,14813,49887
1,4980,62964,20268
1,3790,41686,55256
1,52103,19503,14205
1,94251,45816,39302
1,135794,9185,24682
1,9273,8232,23742
1,185187,63538,5196
1,69455,35737,15466
1,135029,28147,15058
1,139544,38420,9263
1,159890,6792,32336
1,84044,30408,31779
1,195011,36906,34543
1,197267,54365,17087
1,189316,56236,36137
1,152231,12203,21524
1,172478,37280,54953
1,5852,35621,22658
1,71392,58152,28071
1,169051,965,50996
1,152309,59814,48081
1,88445,32202,54470
1,148765,47604,6052
1,97931,43508,52495
1,6675,33428,55718
1,164944,47519,6284
1,39023,78,26005
1,33913,54276,10312
1,179936,33190,51171
1,40267,42247,29838
1,31828,28248,7893
1,97849,42880,14208
1,185641,20522,50790
1,138856,36223,55049
1,14774,63845,40443
1,158946,34374,21612
1,116487,52693,4507
1,32093,41959,4471
1,91459,55417,4346
1,156925,755,9214
1,50761,29818,43399
1,27483,584,34318
1,128306,36575,63578
1,73473,46903,64594
1,52516,38847,38972
1,61386,31749,30201
1,12260,33823,31574
1,29415,2116,53268
1,164909,44150,35880
1,127316,26164,48731
1,52728,52248,50832
1,3791,14436,2803
1,151617,64409,9689
1,100723,23412,59373
1,86273,2611,56553
1,172386,46916,54292
1,35919,43461,3725
1,159174,51886,33058
1,64494,37140,24311
1,19620,65421,53309
1,79788,36302,42098
1,176459,23011,6476
1,3243,6502,17888
1,108075,13464,63793
1,92538,52645,52513
1,178246,56004,43008
1,127422,15422,14537
1,16358,60032,56557
1,181338,59565,56389
1,28595,28449,14148
1,52658,17881,52363
1,67282,62025,42543
1,190968,38067,10293
1,64591,10650,44168
1,183112,4909,55647
1,72072,32142,61494
1,191607,35999,17866
1,186368,29596,64286
1,171569,52577,28942
1,83353,45352,10426
1,17337,63091,36056
1,179190,57192,798
1,66871,31947,51649
1,47224,2594,22585
1,64622,9999,47255
1,2296,22251,948
1,91296,43407,63468
1,65563,45344,9078
1,143550,14126,48809
1,140206,24461,27618
1,140523,7146,34108
1,130731,10409,16404
1,176733,42975,30490
1,90551,49292,3595
1,79661,37942,4199
1,36216,7998,52080
1,37687,47583,1072
1,3935,52315,18299
1,130859,192,1419
1,178063,33690,36232
1,24267,59519,41318
1,163307,29294,57210
1,61095,61484,58134
1,149618,17190,2373
1,108079,41782,27934
1,182284,38087,26786
1,23160,10281,62222
1,32387,1039,52221
1,18110,14321,39755
1,120942,63695,8484
1,132285,10539,31313
1,123889,60043,32519
1,146355,32711,35310
1,67036,32825,64513
1,107151,10291,57773
1,44093,17327,64118
1,23816,32558,55357
1,123366,64440,35495
1,78368,41959,3991
1,89841,11802,6786
1,90769,3374,19489
1,5528,32857,44227
1,72346,13502,42131
1,192872,55149,6633
1,49177,42479,64513
1,117390,17416,24432
1,14591,11597,55180
1,189410,26514,26880
1,45278,26089,26905
1,186217,22348,30384
1,50963,17101,45325
1,154962,20359,56753
1,117440,17949,54768
1,176653,47314,18509
1,177327,21913,64952
1,31405,65225,39301
1,156734,59461,18965
1,84100,55706,43506
1,34543,38368,65434
1,177662,58999,10746
1,110795,30432,54547
1,4024,22946,57082
1,19405,48950,37384
1,48760,6595,58120
1,4662,55893,26756
1,21066,19949,26444
1,188116,26135,45370
1,48572,40574,30989
1,26359,41890,59031
1,196826,21002,3112
1,60748,14157,42919
1,64509,35103,18245
1,32731,51144,45108
1,60025,3087,41284
1,180932,41555,23397
1,21615,58489,52010
1,32278,60709,15721
1,170548,22478,53445
1,185905,57677,29749
1,153744,64981,41916
1,161035,45135,44063
1,38943,3152,58133
1,25853,29752,42532
1,151023,60734,9799
1,74959,2253,53095
1,29028,7577,48871
1,131646,19082,33521
1,85837,5981,62017
1,163474,52983,6876
1,76488,15480,56109
1,136810,47276,30247
1,54126,62648,14459
1,145821,14315,62933
1,74652,32348,58424
1,158209,20653,52464
1,154040,58195,5813
1,74786,49054,50303
1,67428,25035,58318
1,129826,60184,40789
1,161372,29435,11481
1,35538,21212,24398
1,11166,61134,41752
1,53128,40064,30261
1,76839,19577,26727
1,3573,17254,59821
1,67956,25130,24721
1,116565,40167,28905
1,130060,15764,36086
1,57102,2735,24465
1,46419,62547,16933
1,161091,4006,31109
1,139512,65027,36706
1,74635,20842,4946
1,33680,57270,57049
1,35998,46101,39811
1,193063,50504,8655
1,90050,28448,36815
1,102661,63974,24904
1,168976,15726,3967
1,65527,37288,60791
1,89385,6584,46306
1,35195,19537,31271
1,169414,60796,56860
1,117307,65087,24225
1,154306,33010,5684
1,26705,12464,61110
1,189459,43266,53448
1,137492,30701,13635
1,103566,60359,11685
1,96762,19940,47873
1,172039,12639,1728
1,179104,60293,23685
1,192782,41055,4407
1,112926,12014,24225
1,160879,25412,22255
1,8474,43825,37754
1,175068,49257,60331
1,159608,22087,35256
1,44131,64644,13815
1,71189,8909,15349
1,115770,10114,12792
1,16559,43701,14637
1,80448,13358,62834
1,105974,7819,13239
1,93322,55872,8553
1,176465,57131,4143
1,126571,50673,39280
1,129822,56658,17010
1,42130,32198,63825
1,27922,38135,15067
1,80718,27924,19945
1,78856,25697,55373
1,173881,4568,61167
1,179724,45464,58538
1,24868,2963,58340
1,21119,56597,20109
1,88471,36105,25069
1,96572,28712,10454
1,131184,17710,19469
1,11022,50552,292
1,5338,57956,41269
1,87268,15093,55571
1,62528,45684,31347
1,132152,62096,28272
1,112548,52244,35535
1,180364,11340,36387
1,92026,38631,11356
1,79214,5170,44813
1,13431,9099,47696
1,140946,56064,10621
1,119185,32251,41119
1,151908,52795,788
1,102011,7040,17506
1,102206,39104,54751
1,101976,58426,31846
1,38280,28244,62328
1,172731,46066,44486
1,116192,1543,61011
1,17419,1970,30482
1,165815,55289,49105
1,28418,17201,33102
1,158199,15649,5638
1,179220,35302,46920
1,37936,24981,35873
1,187655,29713,35203
1,86894,20711,30324
1,9302,11369,3837
1,137045,64581,40122
1,56454,59333,54778
1,11035,37656,43676
1,97617,25996,15883
1,18097,13890,59176
1,157684,25842,22105
1,9457,61187,11170
1,151838,42749,4887
1,190937,22502,1701
1,74346,11951,46283
1,130406,50790,43922
1,135630,54925,24197
1,19917,51345,27319
1,80127,1138,9250
1,19130,17356,43811
1,76955,31799,47676
1,182231,33314,59485
1,106083,54391,59399
1,127401,54053,33210
1,156866,9025,11338
1,43201,64566,51210
1,49718,36715,60463
1,86395,39802,15463
1,76517,44480,37999
1,121885,10107,41983
1,126998,17979,64727
1,82813,31584,60968
1,150240,8788,3921
1,96575,1282,48152
1,143596,61372,39518
1,69370,34140,11544
1,88834,15532,61111
1,142840,11581,29239
1,170062,13522,35141
1,21218,22847,711
1,153760,44759,7079
1,111265,64817,172
1,149694,24242,11079
1,83228,39967,42241
1,35445,56665,7061
1,104210,23802,33761
1,2058,39492,6345
1,34895,18548,29434
1,168210,54196,59573
1,104083,61893,60221
1,5484,27646,37749
1,96369,7774,20253
1,8866,12857,58739
1,73198,11978,47242
1,49656,16575,43483
1,118297,59345,7796
1,169983,61980,1587
1,98669,52738,5002
1,26467,21938,44690
1,40729,12338,29336
1,161518,60177,61507
1,32950,61010,63261
1,145827,42317,14472
1,164862,14733,25553
1,67059,53916,64506
1,156625,29500,30436
1,89635,28001,56402
1,70372,50,6501
1,72520,10363,58503
1,180215,21102,29475
1,146210,40443,6245
1,78412,53139,15183
1,8229,50234,1758
1,47291,53028,4744
1,102759,43233,12389
1,140849,58703,14791
1,162292,2572,39625
1,55972,8945,52423
1,41867,32017,29019
1,142113,34272,22771
1,87455,55900,45050
1,44916,57034,57666
1,31721,12098,4083
1,132734,24452,38156
1,46910,56413,7622
1,88273,6960,12220
1,187565,27192,39214
1,28613,23113,6752
1,42141,49705,22406
1,168581,46298,2283
1,182463,1710,6822
1,60850,52668,15772
1,16826,36222,52387
1,188598,52069,64544
1,94304,36246,24560
1,170934,20596,44285
1,191073,35250,24628
1,138872,16223,1496
1,15193,31737,12578
1,18937,58850,42537
1,56268,9860,64276
1,134127,32249,51269
1,144792,57756,60688
1,135690,25858,49566
1,82775,31613,20216
1,103997,58662,5699
1,199569,30042,38400
1,9783,33839,35149
1,151026,12689,63821
1,86093,19410,57936
1,32075,42822,62265
1,68161,62659,49775
1,136079,38663,44184
1,60978,32556,64775
1,170424,32244,17016
1,95427,38343,24279
1,190647,64080,1272
1,96046,61981,4517
1,139994,12527,35447
1,108676,16356,61800
1,152932,23559,45040
1,178590,53198,40730
1,114213,17375,13502
1,66701,20889,6001
1,108272,15628,13568
1,171073,63965,35490
1,123384,34296,63058
1,46732,62748,60521
1,92417,60072,54936
1,17551,21117,63524
1,189788,42552,23889
1,15424,39160,4259
1,89358,39350,3091
1,174892,52449,40878
1,103968,1745,64476
1,14512,19639,50984
1,137547,21122,62620
1,144190,12620,39975
1,181946,36114,57274
1,66071,54926,27395
1,34332,3551,37653
1,100336,44844,8551
1,82512,54380,22299
1,107,33412,27237
1,194767,7765,30169
1,31503,46767,29381
1,150233,49082,33471
1,139701,52825,57603
1,5680,27893,58482
1,119756,15120,34995
1,162096,23714,60267
1,11992,38391,48670
1,59735,23377,23111
1,59015,48402,56389
1,134001,52758,1217
1,18501,40936,20204
1,19497,14676,51025
1,196898,10123,12861
1,130216,24472,39207
1,82883,14860,15066
1,35798,58017,10133
1,60757,36376,26050
1,196183,64567,35162
1,153252,57807,28301
1,179450,32974,13000
1,59241,44395,33855
1,79958,33333,7410
1,69023,26856,34907
1,62267,65467,35634
1,5128,51085,35526
1,169410,49301,22131
1,70532,35081,50879
1,49357,63379,44365
1,1803,33615,23332
1,62182,32423,9282
1,65,47649,1724
1,4568,35205,54531
1,170625,13092,8994
1,18744,53972,26669
1,97774,40448,13881
1,19395,23306,3849
1,22298,3521,22212
1,110635,25569,5075
1,81905,35728,30049
1,184417,24062,33079
1,182359,27904,33223
1,52871,5273,41873
1,127972,33340,10034
1,118578,16010,28377
1,24111,50753,19766
1,759,60331,27722
1,44117,35137,39527
1,42990,32710,63330
1,44296,60617,60752
1,178478,15565,61457
1,31820,1304,48599
1,89496,23558,56934
1,165817,41019,7337
1,33420,32633,50414
1,32039,46412,46706
1,5551,15064,59595
1,59785,49690,33129
1,109840,16068,24517
1,131799,63020,21407
1,134098,44972,55880
1,195808,58632,50746
1,128473,36434,7335
1,16386,58959,59879
1,156719,58938,27252
1,152660,37203,53911
1,48852,2839,5949
1,47113,46152,48585
1,109689,44101,46010
1,114071,41967,9739
1,181568,18273,41034
1,23769,23665,316
1,68174,26016,46796
1,167404,37280,22747
1,3089,56600,58831
1,46184,55545,22837
1,21153,46591,18084
1,197806,65110,29385
1,147102,51741,45749
1,128267,25157,41263
1,16819,28697,39493
1,106213,43076,35789
1,48481,7988,58020
1,27272,53767,25691
1,109733,30005,11529
1,42491,27015,62762
1,99542,18574,10333
1,98201,45726,22159
1,124366,9496,1715
1,118318,39049,51946
1,37863,6342,7167
1,27009,38543,53482
1,151490,17133,50061
1,79655,54230,45137
1,60082,33032,11237
1,136262,42815,25946
1,152119,50285,32574
1,196490,13937,40613
1,129289,1471,21840
1,41771,1943,11190
1,199298,34050,19581
1,4693,50899,8346
1,156132,57645,59333
1,102001,45281,37217
1,155942,30780,12090
1,119926,57432,57988
1,194030,16089,23545
1,149739,55484,10571
1,142764,34022,17622
1,50733,43561,37354
1,21389,27146,46538
1,80743,50489,5439
1,20939,8217,23214
1,72387,53604,44238
1,47304,38310,45851
1,41415,58263,8918
1,47417,32600,11787
1,114423,60157,53943
1,148705,4593,34006
1,159477,29295,62340
1,112235,65151,30341
1,27679,27478,40504
1,34505,32573,3024
1,44755,54718,43907
1,162697,22542,33961
1,158219,23995,44320
1,104120,2878,10881
1,111921,54692,30515
1,187546,33998,57914
1,3963,15695,5604
1,42184,60092,18838
1,82403,9442,53105
1,151479,13548,61690
1,37456,39394,5874
1,92596,13494,23594
1,59440,40131,49415
1,197675,61610,57824
1,87317,24609,23125
1,76729,19526,29
1,110491,51111,3492
1,34879,42281,24425
1,141406,31508,43659
1,194886,34083,63892
1,181532,14512,62516
1,198531,40890,51946
1,155237,12668,29414
1,174382,62801,19108
1,113864,864,28344
1,132657,23486,54055
1,189149,15477,43977
1,147118,26884,62189
1,164469,63992,2449
1,55882,50406,61677
1,179206,29751,40300
1,20867,46756,12142
1,31448,64895,37613
1,179327,2427,14695
1,89071,59249,64520
1,26791,25067,46372
1,65327,58919,6934
1,16790,25413,53953
1,48601,39033,26113
1,162139,9624,51905
1,132051,6956,6373
1,195039,62145,11651
1,142437,7170,63227
1,83354,3407,24245
1,136444,23809,49079
1,132863,27659,21081
1,171825,32065,25968
